,indexID,ticker,porgFullName,secShortName,exchangeCD,tradeDate,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,turnoverValue,CHG,CHGPct
32,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-02-25,1351.7098,1312.4786,1312.4786,1371.5759,1367.3683,461159876,29202484341,15.6585,0.011584
33,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-02-26,1367.3683,1348.075,1286.3453,1361.0063,1288.2418,501581402,28837575808,-79.1265,-0.057868
34,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-02-27,1288.2418,1293.1869,1251.4512,1293.1869,1264.9407,503282338,28442351821,-23.3011,-0.018088
35,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-02-28,1264.9407,1206.858,1187.0962,1231.0944,1191.0548,513208397,27546301318,-73.8859,-0.058411
36,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-02,1191.0548,1202.9589,1194.9372,1259.0764,1252.6243,497973601,24240042956,61.5695,0.051693
37,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-03,1252.6243,1278.2685,1272.0626,1332.8353,1285.0342,512293927,27537029808,32.4099,0.025874
38,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-04,1285.0342,1268.834,1226.8024,1277.686,1255.7232,381952408,21539763079,-29.311,-0.02281
39,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-05,1255.7232,1277.706,1246.7144,1277.706,1264.7876,431261562,20746222681,9.0644,0.007218
40,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-06,1264.7876,1246.0962,1237.6234,1255.074,1243.3725,326121340,16884830366,-21.4151,-0.016932
41,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-09,1243.3725,1216.0351,1171.8592,1223.2463,1171.8592,387270267,18877583868,-71.5133,-0.057516
42,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-10,1171.8592,1148.3965,1135.2091,1216.3284,1216.3284,406492040,20635332923,44.4692,0.037948
43,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-11,1216.3284,1218.5161,1184.7101,1233.4261,1184.7101,424850927,18151329837,-31.6183,-0.025995
44,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-12,1184.7101,1161.9219,1151.7852,1177.3596,1167.0649,280538369,13230717967,-17.6452,-0.014894
45,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-13,1167.0649,1103.9561,1103.9561,1187.7005,1175.2816,338330986,17857156876,8.2167,0.00704
46,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-16,1175.2816,1188.0777,1115.0839,1200.4637,1115.0839,318118708,16930302827,-60.1977,-0.05122
47,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-17,1115.0839,1132.9488,1079.8384,1141.3882,1131.5472,297267785,15475001526,16.4633,0.014764
48,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-18,1131.5472,1145.3023,1115.0188,1173.2342,1115.0188,299956033,15906593165,-16.5284,-0.014607
49,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-19,1115.0188,1116.2634,1091.24,1133.6946,1128.9734,278503183,14456418824,13.9546,0.012515
50,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-20,1128.9734,1140.0924,1114.291,1148.09,1127.3694,235596103,13145479435,-1.604,-0.001421
51,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-23,1127.3694,1092.501,1037.5282,1096.3995,1039.8841,283047441,13991481718,-87.4853,-0.077601
52,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-24,1039.8841,1067.0136,1020.2491,1071.3398,1060.8431,236834177,12167972703,20.959,0.020155
53,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-25,1060.8431,1097.3089,1094.1629,1110.0985,1101.3194,249632576,12434802515,40.4763,0.038155
54,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-26,1101.3194,1093.331,1091.0044,1111.4841,1095.3381,211377899,10986345455,-5.9813,-0.005431
55,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-27,1095.3381,1109.5416,1082.9317,1110.5368,1084.5054,229201253,10640810484,-10.8327,-0.00989
56,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-30,1084.5054,1062.8986,1021.4988,1062.8986,1035.8273,226087562,11065143743,-48.6781,-0.044885
57,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-03-31,1035.8273,1048.7356,1027.2243,1055.2678,1029.7493,170367165,8725613569,-6.078,-0.005868
58,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-04-01,1029.7493,1026.575,1026.575,1060.7077,1037.9274,175056079,8830290427,8.1781,0.007942
59,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-04-02,1037.9274,1033.559,1033.559,1094.8263,1094.8263,209309745,11138761717,56.8989,0.05482
60,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-04-03,1094.8263,1089.2419,1074.1858,1095.3112,1080.5303,181440981,9302559130,-14.296,-0.013058
61,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-04-07,1080.5303,1109.6114,1108.7778,1117.7889,1111.6535,198622664,9755513864,31.1232,0.028804
62,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-04-08,1111.6535,1104.9553,1100.3095,1117.8064,1104.1448,170743271,8423084598,-7.5087,-0.006755
63,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-04-09,1104.1448,1107.4743,1094.9236,1110.0596,1101.2814,203173492,9585174464,-2.8634,-0.002593
64,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-04-10,1101.2814,1100.368,1054.3459,1100.368,1058.44,227144459,10912793906,-42.8414,-0.038901
65,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2020-04-13,1058.44,1048.2062,1038.818,1052.0055,1042.1452,151910320,7140800283,-16.2948,-0.015395
